DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),Predicted Power Generation | (MW)
2024-01-11 13:00:00,7.575,0.969532,5.272,5.3168999999999995,5.325465199999993
2024-01-11 14:00:00,8.436,0.969385,7.094,15.5534,15.678042000000005
2024-01-11 15:00:00,9.373,0.96914,8.457,26.9518,27.271624999999986
2024-01-11 16:00:00,9.853,0.968869,9.223,35.2364,35.11271299999996
2024-01-11 17:00:00,8.244,0.968938,9.973,41.3431,41.842088
2024-01-11 18:00:00,7.345,0.969377,11.146,52.9556,53.18941099999994
2024-01-11 19:00:00,5.331,0.97013,10.816,50.813199999999995,51.406812
2024-01-11 20:00:00,4.075,0.970912,10.845,51.0297,51.570028000000036
2024-01-11 21:00:00,4.009,0.971351,10.61,48.6472,49.114459
2024-01-11 22:00:00,2.799,0.972108,11.435,56.4744,56.810756000000026
2024-01-11 23:00:00,1.366,0.973602,12.692,58.8647,58.865250000000024
2024-01-12 00:00:00,0.002,0.97514,9.489,38.2957,38.55361699999999
2024-01-12 01:00:00,-0.514,0.976026,10.041,43.7089,44.24971300000003
2024-01-12 02:00:00,-1.305,0.9769,10.709,51.081199999999995,51.671685999999966
2024-01-12 03:00:00,-1.701,0.977453,9.502,38.1418,39.459259999999965
2024-01-12 04:00:00,-1.924,0.977754,8.391,27.331,27.61632199999999
2024-01-12 05:00:00,-2.204,0.977819,8.342,26.776799999999998,27.067053000000037
2024-01-12 06:00:00,-2.425,0.978229,7.971,23.503400000000003,23.664693000000025
2024-01-12 07:00:00,-2.687,0.978757,9.208,35.790800000000004,36.31826000000005
2024-01-12 08:00:00,-2.94,0.979194,7.639,20.761599999999998,21.11108900000002
2024-01-12 09:00:00,-3.366,0.979788,9.575,39.109,40.256141000000014
2024-01-12 10:00:00,-3.755,0.9804,9.413,38.4204,38.51061799999998
2024-01-12 11:00:00,-3.818,0.981319,6.602,12.5989,12.756251999999984
2024-01-12 12:00:00,-3.891,0.981824,6.281,10.9467,10.994371999999988
2024-01-12 13:00:00,-4.005,0.982275,7.155,16.8229,17.14154399999997
2024-01-12 14:00:00,-3.825,0.982945,6.298,11.0776,11.15659899999999
2024-01-12 15:00:00,-3.106,0.983685,9.668,40.773300000000006,40.826424999999944
2024-01-12 16:00:00,-2.393,0.984074,8.118,24.928,25.171327000000005
2024-01-12 17:00:00,-1.609,0.984103,7.607,20.4704,21.140823000000015
2024-01-12 18:00:00,-0.911,0.984301,7.503,19.5753,19.983231999999976
2024-01-12 19:00:00,0.008,0.984344,7.128,16.4711,16.720759999999988
2024-01-12 20:00:00,0.926,0.984204,7.336,18.1855,18.355900000000023
2024-01-12 21:00:00,1.351,0.984165,7.595,20.2561,20.516309000000014
2024-01-12 22:00:00,1.264,0.984143,7.414,18.7058,18.888606999999983
2024-01-12 23:00:00,-0.565,0.984443,8.406,27.4064,28.492844000000012
2024-01-13 00:00:00,-1.84,0.984896,8.493,28.365099999999998,28.710159999999988
2024-01-13 01:00:00,-2.738,0.985324,7.997,23.937099999999997,24.204237000000024
2024-01-13 02:00:00,-2.955,0.98582,7.89,22.9399,23.22389200000001
2024-01-13 03:00:00,-3.263,0.986283,7.267,17.8673,18.074170999999986
2024-01-13 04:00:00,-3.38,0.986488,6.706,13.9266,13.825514999999998
2024-01-13 05:00:00,-3.468,0.986263,5.692,7.9177100000000005,7.9037339999999965
2024-01-13 06:00:00,-3.689,0.986372,4.585,2.85396,2.9035323999999996
2024-01-13 07:00:00,-3.64,0.986713,4.181,1.84369,1.840988000000001
2024-01-13 08:00:00,-3.853,0.986877,4.797,3.7518200000000004,3.7371348000000024
2024-01-13 09:00:00,-4.015,0.987033,4.875,4.055969999999999,4.001280899999997
2024-01-13 10:00:00,-4.047,0.987089,4.896,4.13373,4.105962600000007
2024-01-13 11:00:00,-4.301,0.987284,5.609,7.55975,7.542887200000009
2024-01-13 12:00:00,-4.586,0.987363,5.523,6.98306,6.967624099999995
2024-01-13 13:00:00,-4.506,0.987477,5.776,8.55424,8.460696800000015
2024-01-13 14:00:00,-3.095,0.987378,6.348,11.856,11.783718999999993
2024-01-13 15:00:00,-0.199,0.987285,4.851,3.74613,3.798311599999995
2024-01-13 16:00:00,2.546,0.986717,4.26,2.06729,2.0520244000000014
2024-01-13 17:00:00,4.867,0.985783,5.287,5.46556,5.498967099999993
2024-01-13 18:00:00,6.79,0.984834,6.796,13.5686,13.663195999999997
2024-01-13 19:00:00,8.052,0.983952,8.178,24.700200000000002,24.99702900000003
2024-01-13 20:00:00,8.73,0.983172,9.066,33.695800000000006,33.97654799999997
2024-01-13 21:00:00,9.036,0.98309,9.356,36.8918,36.77375799999998
2024-01-13 22:00:00,7.509,0.983182,9.597,39.533699999999996,39.39807999999998
2024-01-13 23:00:00,2.358,0.983751,10.725,52.570699999999995,52.26822700000008
2024-01-14 00:00:00,0.3,0.98415,11.179,56.5874,56.57575600000003
2024-01-14 01:00:00,-0.264,0.984708,12.269,59.8918,59.92539100000006
2024-01-14 02:00:00,-0.726,0.985408,11.405,57.8061,57.851146999999926
2024-01-14 03:00:00,-0.375,0.985912,13.273,59.9894,60.01119100000008
2024-01-14 04:00:00,0.301,0.986628,12.718,59.8846,59.88629700000002
2024-01-14 05:00:00,-0.811,0.987161,11.326,57.9564,57.907043
2024-01-14 06:00:00,-2.715,0.988121,9.395,39.0724,38.68994399999999
2024-01-14 07:00:00,-3.177,0.988974,8.886,33.3201,33.39972999999998
2024-01-14 08:00:00,-3.529,0.989631,9.259,37.375,37.64588500000001
2024-01-14 09:00:00,-3.85,0.9903,8.935,35.1618,34.669939
2024-01-14 10:00:00,-4.177,0.990922,7.731,22.9007,22.806205999999992
2024-01-14 11:00:00,-4.429,0.991858,6.499,12.766399999999999,12.605910999999985
2024-01-14 12:00:00,-4.51,0.992552,6.804,14.988,14.902492000000025
2024-01-14 13:00:00,-4.554,0.993158,6.494,12.2864,12.40331399999998
2024-01-14 14:00:00,-3.879,0.993705,5.39,6.28365,6.250519300000002
2024-01-14 15:00:00,-0.91,0.994172,2.606,0.0,0.0
2024-01-14 16:00:00,1.476,0.994294,2.415,0.0,0.0
2024-01-14 17:00:00,3.301,0.993989,1.787,0.0,0.0
2024-01-14 18:00:00,4.805,0.993724,1.574,0.0,0.0
2024-01-14 19:00:00,6.006,0.993542,1.393,0.0,0.0
2024-01-14 20:00:00,6.868,0.993334,1.557,0.0,0.0
2024-01-14 21:00:00,7.555,0.993067,2.085,0.0,0.0
2024-01-14 22:00:00,7.421,0.992697,2.825,0.0,0.0
2024-01-14 23:00:00,4.192,0.992489,4.081,1.52763,1.5321215000000004
2024-01-15 00:00:00,2.597,0.992499,6.632,13.2247,13.168733999999995
2024-01-15 01:00:00,1.562,0.992527,6.486,12.4002,12.30887400000001
2024-01-15 02:00:00,1.073,0.992353,7.344,18.6065,18.889109000000005
2024-01-15 03:00:00,1.527,0.992162,9.701,41.8377,41.74012499999996
2024-01-15 04:00:00,2.05,0.991969,10.11,46.8365,46.404226000000016
2024-01-15 05:00:00,2.576,0.991612,10.334,48.652800000000006,48.53159699999995
2024-01-15 06:00:00,2.972,0.99131,10.178,46.8551,47.158279000000014
2024-01-15 07:00:00,3.107,0.991269,9.782,42.069900000000004,41.81021399999999
2024-01-15 08:00:00,3.455,0.991331,9.727,41.091699999999996,41.00440399999996
2024-01-15 09:00:00,3.908,0.991245,9.785,41.8445,41.624829
2024-01-15 10:00:00,3.996,0.991158,10.0,45.034800000000004,44.86642699999996
2024-01-15 11:00:00,4.535,0.991245,11.139,56.0627,55.865425000000066
2024-01-15 12:00:00,4.72,0.991187,11.11,55.823,55.534642000000034
2024-01-15 13:00:00,4.852,0.991103,11.234,56.558099999999996,56.43921800000008
2024-01-15 14:00:00,5.473,0.990972,11.775,58.3284,58.29939600000005
